text,label
bad terrible poor hate poor worst,0
wonderful fantastic amazing,1
excellent fantastic good fantastic love love,1
wonderful best amazing,1
poor horrible worst hate bad horrible bad worst,0
poor worst hate poor boring poor hate terrible,0
excellent amazing best amazing love,1
wonderful good wonderful fantastic love great good great good,1
horrible boring boring hate,0
good excellent excellent great love love wonderful,1
terrible terrible boring worst terrible poor,0
bad worst boring hate,0
excellent good amazing wonderful good,1
terrible worst poor boring awful hate,0
hate boring worst,0
fantastic fantastic excellent wonderful amazing wonderful fantastic,1
terrible poor bad horrible boring terrible horrible awful horrible,0
best love fantastic great great love great fantastic good,1
bad awful poor terrible poor,0
worst hate terrible,0
fantastic love great amazing best,1
bad boring bad boring terrible,0
worst worst worst poor,0
fantastic excellent fantastic wonderful wonderful best amazing fantastic,1
bad bad bad,0
bad awful boring poor bad boring horrible,0
amazing best fantastic love excellent fantastic good wonderful,1
fantastic excellent great amazing love excellent,1
poor terrible terrible horrible,0
amazing excellent love amazing fantastic best best amazing,1
excellent best best great,1
love fantastic love amazing,1
boring poor boring hate worst terrible,0
excellent best fantastic fantastic excellent,1
best best excellent amazing amazing best,1
amazing best great good,1
worst horrible awful,0
good excellent love love good love good best good,1
terrible awful hate bad awful worst terrible horrible,0
wonderful fantastic wonderful great love fantastic wonderful good,1
love good fantastic great wonderful best great excellent,1
amazing best love,1
amazing excellent wonderful love amazing fantastic,1
best excellent excellent great love,1
bad worst poor worst awful worst worst boring worst,0
hate worst worst terrible bad poor awful,0
amazing fantastic amazing love love love,1
amazing best good best wonderful wonderful fantastic,1
terrible boring boring awful worst poor boring awful,0
terrible horrible terrible boring hate poor,0
great great good,1
wonderful good great fantastic,1
poor poor hate boring terrible terrible hate,0
hate terrible poor,0
bad hate hate boring poor worst boring hate,0
great good wonderful best amazing love fantastic,1
great good great excellent,1
awful horrible hate hate bad poor awful,0
great fantastic fantastic,1
boring boring bad boring bad boring,0
amazing amazing love,1
best love best best,1
good amazing excellent,1
worst hate awful poor hate worst,0
hate horrible poor bad poor horrible poor hate horrible,0
poor worst awful boring bad hate,0
bad boring terrible boring worst awful poor boring poor,0
awful worst terrible poor bad hate awful hate awful,0
worst boring horrible awful bad hate worst,0
fantastic best excellent wonderful fantastic love love wonderful,1
excellent good best excellent,1
excellent love fantastic best best amazing good,1
bad terrible poor horrible boring,0
bad worst poor,0
amazing fantastic great love fantastic best good amazing,1
bad terrible horrible horrible,0
excellent great amazing,1
excellent amazing wonderful good wonderful good love best good,1
awful worst poor poor boring terrible,0
great fantastic excellent fantastic,1
terrible hate bad,0
excellent amazing amazing amazing,1
wonderful good good great best fantastic best excellent,1
excellent fantastic amazing amazing,1
awful bad worst bad awful,0
love amazing good,1
horrible horrible worst horrible,0
excellent amazing amazing amazing,1
good good good fantastic good best love love wonderful,1
good wonderful great,1
poor worst awful poor horrible horrible hate,0
worst hate boring poor hate awful,0
love wonderful wonderful wonderful amazing good,1
horrible bad worst awful worst poor worst bad,0
love great fantastic good love excellent fantastic,1
worst hate horrible hate,0
awful worst bad hate hate worst horrible hate horrible,0
great good amazing amazing fantastic fantastic,1
great love great best love excellent excellent wonderful love,1
wonderful fantastic excellent love wonderful,1
excellent great excellent good good love amazing,1
poor bad terrible worst worst boring bad boring worst,0
love excellent excellent excellent love,1
good wonderful good amazing best great amazing good,1
awful boring awful horrible boring terrible terrible bad horrible,0
horrible worst awful boring awful awful poor horrible horrible,0
poor awful bad bad worst,0
awful bad terrible hate awful,0
love fantastic fantastic love,1
poor worst awful,0
wonderful best great,1
wonderful fantastic best wonderful fantastic great love excellent amazing,1
poor awful terrible awful,0
horrible awful terrible,0
excellent best love,1
terrible bad horrible horrible,0
awful boring terrible hate awful,0
worst horrible horrible worst boring poor,0
hate worst awful poor hate awful poor awful,0
horrible worst horrible hate hate boring poor worst,0
best great wonderful,1
fantastic amazing good best,1
wonderful love wonderful best amazing,1
fantastic fantastic love best great wonderful good fantastic wonderful,1
horrible terrible terrible hate boring horrible awful worst worst,0
best best amazing fantastic good amazing great wonderful good,1
bad hate hate hate boring poor,0
love amazing wonderful great wonderful,1
boring hate awful,0
amazing great best good great love,1
boring boring hate poor bad,0
best amazing love fantastic,1
awful worst boring terrible terrible awful worst horrible hate,0
great amazing love amazing wonderful,1
love wonderful love great good love,1
hate bad worst bad worst,0
fantastic love love,1
